Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,Resignation_Date
70266,Operations,Female,45,Technician,2015-07-06 00:00:00,2,Bachelor,4,4900,54,32,21,7,34,7,1,1,2.02,True,2022-11-30
70267,Legal,Female,32,Engineer,2016-04-23 00:00:00,2,Bachelor,1,6600,42,13,17,11,63,2,18,2,3.67,False,
70268,Legal,Female,37,Manager,2022-01-01 00:00:00,0,High School,4,8400,36,40,6,7,67,15,46,2,1.26,False,
70269,Sales,Female,27,Specialist,2016-07-21 00:00:00,9,PhD,2,5400,51,13,1,7,51,4,78,0,4.82,True,2020-03-08
70270,Operations,Female,46,Analyst,2017-11-03 00:00:00,2,Master,4,5600,49,28,9,10,58,1,30,1,1.66,True,2024-04-29
70271,Finance,Male,59,Engineer,2023-02-27 00:00:00,5,Master,1,6600,55,32,4,14,46,19,73,2,1.67,True,2020-12-05
70272,Sales,Male,26,Technician,2020-08-13 00:00:00,2,High School,2,4200,32,16,28,13,69,13,65,1,4.06,True,2024-11-13
70272,Sales,Male,26,Technician,2014-11-10 00:00:00,2,High School,2,4200,32,16,28,13,79,13,65,1,4.06,False,
70274,Legal,Female,31,Manager,2014-11-08 00:00:00,9,High School,4,8400,38,31,3,8,65,16,96,0,1.76,False,
70275,Legal,Female,47,Developer,2023-03-05 00:00:00,6,Bachelor,2,6000,41,10,13,11,59,17,29,2,4.23,False,
70276,Finance,Female,37,Analyst,2022-03-28 00:00:00,7,Master,5,6000,60,17,26,4,40,14,29,0,1.73,True,2020-10-01
70277,HR,Female,46,Engineer,2015-01-27 00:00:00,4,Bachelor,1,6600,44,27,29,0,54,12,59,1,4.28,True,2019-06-20
70277,HR,Female,46,Engineer,2023-02-20 00:00:00,4,Bachelor,1,6600,44,27,29,0,47,12,59,1,4.28,False,
70278,HR,Male,46,Manager,2019-06-09 00:00:00,1,High School,2,7200,51,7,7,14,62,5,35,0,3.59,False,
70280,Finance,Male,51,Engineer,2020-10-03 00:00:00,8,Bachelor,1,6600,57,45,7,4,34,13,69,2,4.77,True,2018-08-01
70280,Finance,Male,51,Engineer,2019-06-08 00:00:00,8,Bachelor,1,6600,57,45,7,4,66,13,69,2,4.77,False,
70282,Engineering,Female,29,Developer,2019-03-04 00:00:00,5,Bachelor,3,6500,34,41,24,12,42,14,4,0,3.66,False,
70283,Sales,Female,49,Manager,2022-01-18 00:00:00,9,High School,1,6600,41,36,1,4,73,14,6,1,3.5,False,
70286,Marketing,Female,36,Engineer,2018-10-05 00:00:00,7,Master,1,6600,30,49,7,5,71,14,69,0,4.94,False,
70287,Customer Support,Female,23,Developer,2018-05-30 00:00:00,3,PhD,2,6000,58,37,2,1,42,19,52,0,2.36,False,
70287,Customer Support,Female,23,Developer,2021-01-25 00:00:00,3,PhD,2,6000,58,37,2,1,50,19,52,0,2.36,True,2018-07-27
70288,Legal,Male,53,Technician,2022-10-05 00:00:00,3,High School,2,4200,60,44,4,1,66,10,35,1,4.48,False,
70288,Legal,Male,53,Technician,2024-02-03 00:00:00,3,High School,2,4200,60,44,4,1,55,10,35,1,4.48,True,2024-04-02
70289,Engineering,Male,28,Consultant,2022-05-15 00:00:00,2,Bachelor,5,8250,42,15,17,4,60,3,76,2,1.49,False,
70290,Customer Support,Male,51,Analyst,2024-05-30 00:00:00,7,PhD,1,4400,36,36,6,0,45,15,98,0,4.77,True,2019-01-21
70290,Customer Support,Male,51,Analyst,2018-10-27 00:00:00,7,PhD,1,4400,36,36,6,0,66,15,98,0,4.77,False,
70291,Finance,Female,39,Developer,2022-11-05 00:00:00,9,Bachelor,4,7000,30,34,9,7,47,10,9,2,1.28,False,
70292,Engineering,Male,46,Manager,2022-07-17 00:00:00,9,High School,2,7200,32,29,25,8,69,11,84,2,1.45,True,2024-12-02
70292,Engineering,Male,46,Manager,2016-11-13 00:00:00,9,High School,2,7200,32,29,25,8,46,11,84,2,1.45,False,
70294,Marketing,Female,53,Developer,2016-09-03 00:00:00,7,Master,2,6000,47,26,3,3,61,14,41,1,1.74,False,
70295,Legal,Male,43,Engineer,2022-04-15 00:00:00,9,Bachelor,3,7800,47,7,4,0,51,5,20,2,3.67,False,
70297,HR,Female,38,Specialist,2016-09-04 00:00:00,9,Bachelor,1,4950,55,13,9,10,50,15,86,1,3.11,True,2019-03-14
70298,Legal,Male,29,Developer,2024-02-23 00:00:00,2,High School,4,7000,44,16,7,14,44,9,25,0,4.0,False,
70299,Legal,Male,58,Consultant,2022-09-30 00:00:00,9,High School,2,6600,33,25,5,8,78,18,3,2,4.63,False,
70300,Marketing,Male,28,Technician,2022-05-05 00:00:00,8,High School,4,4900,31,4,13,6,67,10,1,1,2.1,False,
70301,Customer Support,Male,40,Technician,2017-07-21 00:00:00,6,High School,2,4200,58,38,11,5,73,12,38,1,3.33,False,
70301,Customer Support,Male,40,Technician,2015-10-31 00:00:00,6,High School,2,4200,58,38,11,5,61,12,38,1,3.33,True,2022-10-05
70304,Operations,Male,23,Manager,2022-05-18 00:00:00,9,Bachelor,4,8400,32,20,22,4,74,5,28,2,1.62,False,
70304,Operations,Male,23,Manager,2014-12-02 00:00:00,9,Bachelor,4,8400,32,20,22,4,56,5,28,2,1.62,True,2023-08-19
70305,Legal,Female,33,Specialist,2015-10-16 00:00:00,0,Bachelor,1,4950,51,15,11,6,33,18,83,1,1.61,True,2021-02-11
70306,Engineering,Male,60,Analyst,2020-01-29 00:00:00,6,High School,4,5600,49,41,17,9,67,4,27,0,4.72,True,2020-09-27
70306,Engineering,Male,60,Analyst,2019-01-27 00:00:00,6,High School,4,5600,49,41,17,9,59,4,27,0,4.72,False,
70308,HR,Male,56,Specialist,2017-06-06 00:00:00,9,High School,2,5400,31,46,17,6,57,9,46,0,3.07,False,
70309,Legal,Female,35,Technician,2014-10-12 00:00:00,5,Bachelor,4,4900,59,32,4,9,37,10,55,0,3.95,True,2024-03-17
70309,Legal,Female,35,Technician,2021-01-25 00:00:00,5,Bachelor,4,4900,59,32,4,9,66,10,55,0,3.95,False,
70311,Finance,Female,26,Manager,2016-01-22 00:00:00,8,Bachelor,2,7200,35,7,18,13,40,7,20,0,3.61,False,
70312,IT,Male,27,Analyst,2017-12-08 00:00:00,0,Master,2,4800,41,47,21,4,38,3,69,0,1.83,True,2019-07-03
70313,IT,Male,50,Specialist,2017-09-17 00:00:00,8,Bachelor,2,5400,36,23,16,2,64,10,41,0,4.6,False,
70314,IT,Female,25,Developer,2016-05-21 00:00:00,3,PhD,1,5500,31,44,14,4,46,5,12,0,2.28,True,2020-11-05
70316,Finance,Male,36,Technician,2023-05-08 00:00:00,8,High School,1,3850,35,5,17,0,47,2,84,0,4.16,False,
70316,Finance,Male,36,Technician,2021-09-23 00:00:00,8,High School,1,3850,35,5,17,0,70,2,84,0,4.16,True,2020-07-06
70318,Sales,Male,47,Analyst,2022-08-01 00:00:00,6,Bachelor,3,5200,60,27,15,14,42,6,56,0,3.71,True,2018-07-15
70319,Legal,Female,23,Consultant,2024-03-20 00:00:00,9,High School,3,7150,50,18,24,4,69,11,59,2,3.69,False,
70320,Marketing,Male,46,Technician,2014-10-09 00:00:00,6,Bachelor,3,4550,39,28,15,2,41,19,4,2,1.18,True,2018-12-20
70320,Marketing,Male,46,Technician,2022-01-01 00:00:00,6,Bachelor,3,4550,39,28,15,2,66,19,4,2,1.18,False,
70321,HR,Female,30,Technician,2018-12-24 00:00:00,9,Bachelor,1,3850,58,10,26,0,38,13,81,1,1.97,True,2019-12-21
70322,Finance,Female,36,Consultant,2021-12-07 00:00:00,3,High School,4,7700,53,19,8,1,57,16,12,1,1.78,False,
70324,Finance,Female,36,Specialist,2015-11-07 00:00:00,4,High School,2,5400,31,21,27,9,35,11,64,1,2.41,True,2021-06-02
70325,Finance,Male,40,Manager,2014-09-12 00:00:00,6,Bachelor,4,8400,42,37,6,1,57,12,86,2,3.25,False,
70326,Engineering,Female,60,Analyst,2018-07-13 00:00:00,1,High School,2,4800,58,9,20,9,56,11,26,0,2.69,True,2019-12-26
70327,Engineering,Female,26,Developer,2017-07-07 00:00:00,3,Bachelor,1,5500,31,38,8,9,47,13,67,2,3.99,False,
70327,Engineering,Female,26,Developer,2020-04-04 00:00:00,3,Bachelor,1,5500,31,38,8,9,66,13,67,2,3.99,True,2024-09-27
70328,Finance,Male,40,Manager,2023-02-25 00:00:00,8,Bachelor,2,7200,33,48,15,12,66,18,21,1,3.61,False,
70329,Finance,Female,34,Manager,2022-01-20 00:00:00,2,Bachelor,1,6600,34,4,24,11,68,13,96,2,2.11,True,2023-11-14
70330,Legal,Female,22,Analyst,2016-04-21 00:00:00,3,High School,4,5600,39,40,14,4,64,2,26,2,1.32,False,
70331,Legal,Female,28,Analyst,2024-02-10 00:00:00,7,High School,1,4400,53,0,4,6,53,12,36,1,4.56,True,2024-10-24
70332,Marketing,Female,39,Consultant,2019-04-23 00:00:00,2,Master,2,6600,41,43,29,1,54,19,71,1,4.0,False,
70333,Engineering,Male,37,Technician,2015-04-29 00:00:00,4,Master,4,4900,49,43,1,12,70,5,54,0,3.21,False,
70333,Engineering,Male,37,Technician,2015-05-26 00:00:00,4,Master,4,4900,49,43,1,12,38,5,54,0,3.21,True,2020-08-05
70334,Customer Support,Female,34,Manager,2015-11-29 00:00:00,0,Bachelor,5,9000,32,46,19,8,61,3,56,1,4.92,False,
70335,HR,Male,34,Technician,2016-11-22 00:00:00,9,Bachelor,1,3850,48,46,7,5,46,12,37,0,3.24,False,
70335,HR,Male,34,Technician,2020-12-05 00:00:00,9,Bachelor,1,3850,48,46,7,5,40,12,37,0,3.24,True,2022-03-07
70336,Customer Support,Female,49,Technician,2021-02-04 00:00:00,3,High School,1,3850,57,16,19,1,64,6,56,2,3.07,True,2020-06-25
70338,Finance,Male,46,Developer,2021-09-14 00:00:00,5,High School,2,6000,58,8,6,12,73,3,19,2,2.92,False,
70339,Sales,Male,57,Consultant,2016-10-09 00:00:00,2,Bachelor,4,7700,34,22,13,9,42,14,35,0,2.86,False,
70341,IT,Female,37,Analyst,2015-07-22 00:00:00,6,High School,2,4800,38,12,19,1,58,4,41,0,4.18,True,2019-08-15
70341,IT,Female,37,Analyst,2014-09-12 00:00:00,6,High School,2,4800,38,12,19,1,67,4,41,0,4.18,False,
70342,Customer Support,Male,43,Specialist,2024-04-19 00:00:00,1,Master,2,5400,45,29,26,6,37,9,22,1,4.92,True,2025-05-20
70342,Customer Support,Male,43,Specialist,2016-10-02 00:00:00,1,Master,2,5400,45,29,26,6,47,9,22,1,4.92,False,
70343,Sales,Female,37,Technician,2014-11-10 00:00:00,3,Bachelor,1,3850,57,17,14,0,46,1,62,0,1.01,True,2021-03-03
70344,HR,Male,25,Developer,2019-10-27 00:00:00,0,High School,3,6500,32,23,11,12,62,13,97,2,1.48,False,
70347,Marketing,Female,30,Technician,2014-12-08 00:00:00,5,Master,3,4550,57,6,3,12,58,17,20,1,3.96,False,
70349,Marketing,Female,53,Engineer,2022-07-16 00:00:00,9,PhD,3,7800,39,46,6,7,67,19,34,0,4.94,False,
70350,Marketing,Male,58,Consultant,2015-04-30 00:00:00,7,Master,1,6050,47,2,7,4,74,4,86,2,1.24,True,2025-08-27
70350,Marketing,Male,58,Consultant,2015-11-29 00:00:00,7,Master,1,6050,47,2,7,4,36,4,86,2,1.24,True,2023-11-02
70351,Sales,Female,44,Specialist,2018-01-15 00:00:00,2,Bachelor,1,4950,45,19,1,0,52,16,34,1,4.65,False,
70351,Sales,Female,44,Specialist,2019-06-15 00:00:00,2,Bachelor,1,4950,45,19,1,0,41,16,34,1,4.65,True,2019-07-04
70352,Legal,Female,27,Developer,2021-09-26 00:00:00,8,Bachelor,3,6500,48,28,27,8,61,1,79,2,4.91,False,
70353,HR,Female,32,Consultant,2015-05-19 00:00:00,4,Bachelor,1,6050,53,37,16,14,44,18,19,2,2.36,True,2023-10-09
70354,Operations,Male,25,Engineer,2024-01-16 00:00:00,6,High School,2,7200,54,34,27,14,70,8,98,2,4.16,False,
70354,Operations,Male,25,Engineer,2018-06-03 00:00:00,6,High School,2,7200,54,34,27,14,58,8,98,2,4.16,True,2022-06-07
70355,Marketing,Male,54,Consultant,2022-12-11 00:00:00,0,Bachelor,5,8250,36,34,23,2,63,11,68,2,3.54,False,
70356,Marketing,Female,53,Manager,2015-06-12 00:00:00,5,Master,2,7200,39,18,24,7,42,4,57,1,4.97,False,
70357,Engineering,Female,44,Technician,2018-10-10 00:00:00,7,High School,3,4550,44,13,21,7,73,19,9,1,4.44,False,
70357,Engineering,Female,44,Technician,2017-10-15 00:00:00,7,High School,3,4550,44,13,21,7,41,19,9,1,4.44,True,2022-06-30
70358,Finance,Female,47,Specialist,2015-11-19 00:00:00,3,High School,1,4950,40,37,27,3,53,18,92,1,3.27,True,2018-02-14
70359,Engineering,Female,36,Specialist,2024-02-05 00:00:00,4,High School,1,4950,59,39,26,0,66,11,79,2,1.12,True,2024-09-18
70360,IT,Female,46,Engineer,2016-01-12 00:00:00,8,Master,3,7800,30,40,8,1,74,7,3,2,2.69,False,
70361,Sales,Male,60,Engineer,2021-02-05 00:00:00,7,High School,1,6600,47,22,15,14,52,9,0,0,2.62,False,
70362,Legal,Male,23,Specialist,2019-03-23 00:00:00,9,Bachelor,1,4950,52,22,4,8,43,6,59,2,4.52,True,2024-08-09
70363,Engineering,Male,53,Analyst,2016-04-19 00:00:00,6,High School,1,4400,55,48,26,6,40,11,18,2,1.98,True,2022-07-28
70364,Legal,Male,42,Engineer,2023-06-25 00:00:00,2,Bachelor,5,9000,47,23,17,2,41,18,71,2,2.35,False,
70365,HR,Male,22,Consultant,2018-02-16 00:00:00,1,Bachelor,5,8250,46,29,10,9,58,10,12,1,3.34,False,
70366,Engineering,Female,48,Manager,2015-03-06 00:00:00,7,PhD,2,7200,44,2,27,4,58,11,60,1,4.57,False,
70367,Legal,Female,31,Manager,2017-11-30 00:00:00,8,PhD,3,7800,32,13,29,11,42,9,62,0,1.51,False,
70367,Legal,Female,31,Manager,2015-06-14 00:00:00,8,PhD,3,7800,32,13,29,11,64,9,62,0,1.51,True,2018-03-15
70368,Engineering,Male,45,Technician,2021-07-14 00:00:00,5,Bachelor,2,4200,56,28,24,5,46,5,64,0,2.91,True,2019-05-08
70369,Engineering,Female,44,Technician,2015-08-06 00:00:00,4,Master,1,3850,58,46,20,1,56,5,57,0,3.29,True,2024-01-22
70370,IT,Male,53,Analyst,2020-04-01 00:00:00,5,Master,4,5600,51,1,24,13,35,17,15,2,2.97,True,2018-03-14
70371,Operations,Male,25,Engineer,2018-06-06 00:00:00,8,High School,4,8400,55,7,20,13,71,9,10,2,4.83,False,
70372,Legal,Female,58,Technician,2023-08-26 00:00:00,3,Bachelor,3,4550,45,27,20,14,42,19,64,1,1.14,True,2022-01-19
70373,Finance,Male,27,Technician,2020-11-12 00:00:00,3,High School,4,4900,55,10,2,9,66,19,72,2,2.06,True,2023-11-15
70374,HR,Female,32,Manager,2016-01-18 00:00:00,8,Bachelor,1,6600,53,3,21,1,32,19,95,1,2.16,True,2018-11-10
70375,Marketing,Female,55,Engineer,2022-04-24 00:00:00,7,Master,4,8400,58,7,1,3,70,19,26,2,2.59,False,
70376,Legal,Female,33,Technician,2021-03-19 00:00:00,1,High School,4,4900,30,35,29,3,31,17,15,0,4.08,True,2021-09-10
70376,Legal,Female,33,Technician,2016-10-31 00:00:00,1,High School,4,4900,30,35,29,3,66,17,15,0,4.08,False,
70379,Operations,Male,53,Manager,2021-09-06 00:00:00,1,Master,2,7200,41,5,11,2,54,11,91,1,2.08,False,
70380,Engineering,Male,35,Engineer,2020-03-29 00:00:00,4,High School,1,6600,41,36,13,3,33,14,97,1,1.89,True,2020-06-03
70380,Engineering,Male,35,Engineer,2024-07-16 00:00:00,4,High School,1,6600,41,36,13,3,55,14,97,1,1.89,False,
70381,Engineering,Female,38,Developer,2015-02-08 00:00:00,7,Bachelor,2,6000,38,35,24,13,76,7,43,0,1.32,False,
70381,Engineering,Female,38,Developer,2021-02-11 00:00:00,7,Bachelor,2,6000,38,35,24,13,47,7,43,0,1.32,True,2024-03-10
70382,Engineering,Male,48,Manager,2021-04-27 00:00:00,0,Bachelor,5,9000,38,13,25,7,46,14,70,2,4.94,False,
70383,Sales,Female,45,Developer,2019-01-10 00:00:00,1,Bachelor,5,7500,37,20,24,7,70,10,12,0,4.01,False,
70384,HR,Male,38,Developer,2022-04-21 00:00:00,0,Master,2,6000,55,32,12,1,49,17,21,1,2.28,True,2023-01-09
70384,HR,Male,38,Developer,2021-03-30 00:00:00,0,Master,2,6000,55,32,12,1,68,17,21,1,2.28,False,
70385,Sales,Female,31,Specialist,2017-11-20 00:00:00,5,Bachelor,3,5850,44,14,6,13,50,17,10,0,1.3,True,2020-09-15
70385,Sales,Female,31,Specialist,2022-10-02 00:00:00,5,Bachelor,3,5850,44,14,6,13,53,17,10,0,1.3,False,
70386,Finance,Female,29,Developer,2021-01-21 00:00:00,2,High School,4,7000,44,26,4,7,66,3,38,1,4.98,False,
70387,Legal,Female,25,Specialist,2024-04-10 00:00:00,2,Bachelor,3,5850,40,4,16,13,56,4,37,2,2.65,False,
70388,Engineering,Female,57,Technician,2022-12-20 00:00:00,5,Bachelor,2,4200,59,35,16,5,43,12,12,2,3.33,True,2025-06-24
70388,Engineering,Female,57,Technician,2023-07-21 00:00:00,5,Bachelor,2,4200,59,35,16,5,66,12,12,2,3.33,False,
70390,Customer Support,Male,54,Technician,2018-12-06 00:00:00,9,Bachelor,1,3850,50,3,5,8,37,19,83,1,2.88,True,2024-11-29
70392,Legal,Female,34,Technician,2023-03-07 00:00:00,7,Bachelor,1,3850,30,14,16,14,31,4,80,2,4.91,True,2019-01-17
70393,HR,Male,34,Analyst,2015-01-31 00:00:00,1,Bachelor,2,4800,50,34,14,8,55,7,13,0,3.98,True,2020-06-14
70394,Marketing,Male,35,Analyst,2017-07-05 00:00:00,7,Bachelor,4,5600,41,10,0,5,80,4,95,2,3.75,False,
70396,Sales,Male,39,Specialist,2021-10-14 00:00:00,8,Master,1,4950,48,44,16,3,48,4,95,0,4.01,True,2022-07-27
70396,Sales,Male,39,Specialist,2015-09-08 00:00:00,8,Master,1,4950,48,44,16,3,47,4,95,0,4.01,False,
70397,Customer Support,Male,48,Technician,2020-04-09 00:00:00,8,Master,5,5250,43,40,22,1,64,5,66,2,2.68,False,
70399,HR,Male,27,Analyst,2017-12-14 00:00:00,3,Bachelor,2,4800,49,46,11,3,57,14,4,2,1.51,True,2021-01-09
70400,IT,Male,55,Analyst,2024-04-17 00:00:00,4,High School,2,4800,53,24,22,0,58,15,2,2,2.54,True,2018-09-08
70401,Engineering,Female,35,Analyst,2019-07-28 00:00:00,2,Bachelor,3,5200,54,36,24,1,34,4,23,0,2.22,True,2021-01-06
70402,IT,Male,26,Technician,2017-04-29 00:00:00,5,Master,5,5250,33,11,12,9,47,11,62,2,4.38,False,
70403,Engineering,Male,37,Technician,2021-04-16 00:00:00,2,Bachelor,1,3850,30,40,21,7,57,15,34,0,3.11,True,2022-07-19
70404,Finance,Female,52,Analyst,2019-11-06 00:00:00,6,Bachelor,2,4800,39,7,17,9,78,16,24,1,3.76,False,
70405,Legal,Male,39,Manager,2015-11-20 00:00:00,1,High School,2,7200,36,26,29,4,62,2,2,1,2.24,False,
70405,Legal,Male,39,Manager,2016-10-11 00:00:00,1,High School,2,7200,36,26,29,4,70,2,2,1,2.24,True,2022-06-05
70406,Finance,Male,50,Developer,2015-01-30 00:00:00,2,Bachelor,2,6000,45,45,5,9,64,5,15,1,2.9,False,
70407,Engineering,Female,32,Specialist,2017-09-13 00:00:00,6,Bachelor,4,6300,47,22,8,9,72,19,55,1,4.83,False,
70408,Sales,Female,44,Developer,2022-07-03 00:00:00,2,Bachelor,2,6000,46,38,22,14,53,19,33,0,2.37,False,
70408,Sales,Female,44,Developer,2023-05-07 00:00:00,2,Bachelor,2,6000,46,38,22,14,55,19,33,0,2.37,True,2023-05-18
70409,Marketing,Female,34,Technician,2016-12-02 00:00:00,4,Master,4,4900,33,10,11,7,63,12,88,2,4.94,False,
70410,IT,Female,23,Manager,2015-11-04 00:00:00,3,High School,4,8400,60,43,28,8,48,1,62,2,4.31,False,
70411,Legal,Male,53,Manager,2019-01-16 00:00:00,6,High School,1,6600,33,4,20,12,34,17,57,1,2.0,True,2019-02-12
70412,Operations,Female,46,Engineer,2020-05-09 00:00:00,1,High School,4,8400,52,27,11,7,44,12,63,0,2.14,True,2020-01-31
70413,Customer Support,Male,60,Consultant,2019-09-06 00:00:00,1,Bachelor,1,6050,54,26,5,9,38,7,21,2,2.71,True,2023-03-20
70414,Finance,Female,36,Analyst,2015-10-02 00:00:00,6,Bachelor,1,4400,56,29,21,7,61,7,26,0,2.95,True,2022-07-13
70415,Sales,Female,56,Manager,2021-01-07 00:00:00,1,High School,4,8400,60,12,15,11,80,19,35,1,3.84,False,
70416,Operations,Female,38,Consultant,2020-10-07 00:00:00,3,Master,1,6050,36,8,16,9,58,12,24,2,1.0,False,
70416,Operations,Female,38,Consultant,2016-02-13 00:00:00,3,Master,1,6050,36,8,16,9,55,12,24,2,1.0,True,2020-10-02
70417,Operations,Male,57,Technician,2017-07-23 00:00:00,1,Bachelor,2,4200,46,8,26,7,60,3,92,2,4.72,False,
70417,Operations,Male,57,Technician,2023-07-13 00:00:00,1,Bachelor,2,4200,46,8,26,7,66,3,92,2,4.72,True,2022-09-25
70420,Legal,Male,26,Specialist,2018-08-24 00:00:00,2,High School,4,6300,33,14,12,7,45,14,37,0,4.03,False,
70421,Sales,Male,57,Developer,2018-06-28 00:00:00,5,Bachelor,1,5500,48,21,8,12,44,15,36,2,3.23,True,2018-12-24
70421,Sales,Male,57,Developer,2023-08-29 00:00:00,5,Bachelor,1,5500,48,21,8,12,59,15,36,2,3.23,False,
70422,Finance,Male,46,Manager,2020-07-15 00:00:00,9,Bachelor,2,7200,32,41,25,4,70,12,17,1,2.36,True,2021-10-05
70422,Finance,Male,46,Manager,2017-06-20 00:00:00,9,Bachelor,2,7200,32,41,25,4,46,12,17,1,2.36,False,
70423,Marketing,Female,43,Developer,2024-07-26 00:00:00,0,High School,2,6000,48,33,8,7,47,13,29,0,1.37,False,
70424,Legal,Male,22,Technician,2022-12-23 00:00:00,6,Master,5,5250,34,25,0,13,33,13,11,2,1.18,True,2020-11-28
70425,HR,Male,38,Analyst,2024-04-12 00:00:00,8,Bachelor,1,4400,60,12,19,4,33,18,23,1,4.63,True,2023-02-08
70426,Finance,Male,40,Engineer,2019-02-17 00:00:00,9,High School,1,6600,58,17,22,1,65,17,59,2,2.87,True,2024-09-06
70427,Engineering,Female,25,Consultant,2021-10-24 00:00:00,4,High School,2,6600,49,45,22,14,61,10,26,1,4.99,False,
70427,Engineering,Female,25,Consultant,2022-02-05 00:00:00,4,High School,2,6600,49,45,22,14,49,10,26,1,4.99,True,2021-04-28
70428,Operations,Female,44,Technician,2018-10-12 00:00:00,3,PhD,4,4900,59,37,13,11,49,7,90,1,3.29,False,
70429,Marketing,Female,27,Developer,2015-02-21 00:00:00,2,High School,4,7000,37,31,4,13,44,5,9,1,2.97,False,
70430,Legal,Female,52,Specialist,2014-09-14 00:00:00,2,Master,1,4950,44,1,6,8,56,19,7,1,2.1,True,2019-11-04
70431,Sales,Male,33,Engineer,2021-05-23 00:00:00,6,Bachelor,5,9000,55,37,29,10,75,15,94,2,4.06,False,
70432,Finance,Female,35,Engineer,2017-03-12 00:00:00,3,Bachelor,4,8400,34,3,19,10,50,18,84,0,2.01,True,2019-01-12
70433,IT,Female,52,Technician,2023-02-06 00:00:00,3,High School,5,5250,32,28,7,6,68,17,40,1,3.34,False,
70434,Operations,Male,34,Engineer,2017-08-01 00:00:00,3,Bachelor,4,8400,35,29,9,9,77,16,5,1,3.53,False,
70435,Marketing,Male,29,Manager,2019-12-15 00:00:00,4,High School,1,6600,58,10,26,9,51,11,88,1,4.58,True,2021-03-20
70436,Legal,Female,47,Consultant,2016-06-10 00:00:00,7,Bachelor,1,6050,50,21,3,13,36,8,60,2,2.12,True,2021-07-07
70437,HR,Male,30,Analyst,2016-03-12 00:00:00,0,High School,2,4800,56,25,4,12,60,14,70,0,4.8,True,2018-04-30
70437,HR,Male,30,Analyst,2015-03-15 00:00:00,0,High School,2,4800,56,25,4,12,69,14,70,0,4.8,False,
70438,Sales,Female,58,Technician,2021-08-25 00:00:00,2,Bachelor,4,4900,57,49,20,4,46,14,21,0,1.64,True,2021-02-05
70439,Operations,Male,47,Technician,2019-12-16 00:00:00,4,Master,4,4900,37,43,26,3,49,15,40,2,4.06,False,
70440,Marketing,Male,56,Specialist,2022-08-30 00:00:00,7,Bachelor,4,6300,36,39,1,2,62,1,6,0,4.01,False,
70441,Finance,Male,47,Manager,2019-01-01 00:00:00,3,High School,4,8400,48,10,6,1,77,2,86,1,1.04,False,
70442,Operations,Female,35,Technician,2022-05-08 00:00:00,5,Bachelor,2,4200,32,48,15,9,60,9,7,1,4.61,False,
70443,Marketing,Female,34,Manager,2018-06-22 00:00:00,5,Bachelor,3,7800,42,37,16,11,51,13,78,0,3.04,False,
70444,Sales,Female,34,Analyst,2023-08-29 00:00:00,2,Bachelor,1,4400,56,23,9,9,36,16,73,0,4.9,True,2021-10-08
70445,Sales,Female,55,Engineer,2022-01-12 00:00:00,4,High School,1,6600,32,23,16,14,48,12,52,1,1.54,True,2023-07-19
70445,Sales,Female,55,Engineer,2017-09-25 00:00:00,4,High School,1,6600,32,23,16,14,78,12,52,1,1.54,False,
70446,IT,Male,33,Engineer,2022-03-31 00:00:00,5,Master,4,8400,40,1,22,1,78,18,80,1,2.46,False,
70447,IT,Male,54,Developer,2019-09-15 00:00:00,2,Bachelor,1,5500,52,46,27,2,57,19,10,2,4.96,True,2020-07-07
70448,Marketing,Male,37,Technician,2021-08-03 00:00:00,0,Bachelor,3,4550,45,39,11,13,45,9,88,2,1.83,True,2022-09-20
70448,Marketing,Male,37,Technician,2018-02-08 00:00:00,0,Bachelor,3,4550,45,39,11,13,41,9,88,2,1.83,False,
70449,Sales,Female,57,Technician,2023-06-16 00:00:00,7,Bachelor,3,4550,42,6,4,7,70,8,96,2,3.42,False,
70450,Sales,Female,60,Manager,2023-02-12 00:00:00,0,Bachelor,3,7800,53,20,23,2,39,9,5,0,2.95,True,2023-08-18
70450,Sales,Female,60,Manager,2018-06-04 00:00:00,0,Bachelor,3,7800,53,20,23,2,70,9,5,0,2.95,False,
70451,Marketing,Male,60,Analyst,2023-06-12 00:00:00,3,Master,4,5600,51,4,16,7,54,16,56,2,3.47,False,
70452,Legal,Male,33,Technician,2021-07-17 00:00:00,5,Bachelor,2,4200,48,17,6,13,73,10,15,2,3.86,False,
70453,IT,Male,45,Manager,2023-03-13 00:00:00,7,High School,2,7200,58,30,10,8,56,18,41,1,1.04,True,2020-03-10
70454,Customer Support,Male,42,Analyst,2018-11-06 00:00:00,4,Master,4,5600,32,25,25,6,42,1,87,0,3.87,True,2019-04-18
70454,Customer Support,Male,42,Analyst,2023-03-18 00:00:00,4,Master,4,5600,32,25,25,6,65,1,87,0,3.87,False,
70457,HR,Male,53,Manager,2022-05-10 00:00:00,9,Bachelor,5,9000,47,6,6,11,55,16,12,1,4.73,False,
70458,Legal,Male,32,Analyst,2018-09-08 00:00:00,4,PhD,1,4400,44,33,19,3,31,8,54,1,1.16,True,2021-06-29
70459,Customer Support,Female,46,Analyst,2014-12-26 00:00:00,8,Bachelor,2,4800,36,20,26,13,51,1,34,1,2.33,True,2022-11-25
